Date,Adj Close,Open,High,Low,Change %
14-Jun-10,1.2218,1.2125,1.23,1.2115,0.87%
15-Jun-10,1.2324,1.2213,1.235,1.2164,0.87%
16-Jun-10,1.2308,1.2322,1.2357,1.2256,-0.13%
17-Jun-10,1.238,1.2299,1.2414,1.2243,0.58%
18-Jun-10,1.2387,1.2384,1.2419,1.2354,0.06%
21-Jun-10,1.2308,1.2439,1.2469,1.2303,-0.64%
22-Jun-10,1.2268,1.2322,1.2355,1.225,-0.32%
23-Jun-10,1.2315,1.2264,1.2346,1.2209,0.38%
24-Jun-10,1.2334,1.2317,1.2388,1.226,0.15%
25-Jun-10,1.2377,1.233,1.2398,1.2253,0.35%
28-Jun-10,1.2279,1.2372,1.2399,1.2264,-0.79%
29-Jun-10,1.2182,1.2277,1.2293,1.2152,-0.79%
30-Jun-10,1.2236,1.2185,1.2306,1.2166,0.44%
1-Jul-10,1.2519,1.2235,1.254,1.2193,2.31%
2-Jul-10,1.2563,1.2517,1.2616,1.2483,0.35%
5-Jul-10,1.254,1.2557,1.2565,1.2508,-0.18%
6-Jul-10,1.2624,1.2538,1.2664,1.2479,0.67%
7-Jul-10,1.2635,1.2628,1.2666,1.2553,0.09%
8-Jul-10,1.2694,1.2633,1.2712,1.262,0.47%
9-Jul-10,1.2637,1.2698,1.2725,1.2608,-0.45%
12-Jul-10,1.259,1.2639,1.2647,1.2548,-0.37%
13-Jul-10,1.2728,1.259,1.2739,1.2522,1.10%
14-Jul-10,1.2741,1.2723,1.2779,1.2681,0.10%
15-Jul-10,1.2939,1.2741,1.2956,1.2708,1.55%
16-Jul-10,1.2933,1.293,1.301,1.2891,-0.05%
19-Jul-10,1.294,1.2893,1.2992,1.2868,0.05%
20-Jul-10,1.2886,1.2948,1.303,1.284,-0.42%
21-Jul-10,1.2757,1.2881,1.2914,1.2731,-1.00%
22-Jul-10,1.2891,1.2753,1.2932,1.2738,1.05%
23-Jul-10,1.2907,1.2887,1.297,1.2794,0.12%
26-Jul-10,1.2995,1.29,1.3005,1.2875,0.68%
27-Jul-10,1.2995,1.299,1.3047,1.2951,0.00%
28-Jul-10,1.2993,1.3002,1.3042,1.2965,-0.02%
29-Jul-10,1.3079,1.299,1.3108,1.298,0.66%
30-Jul-10,1.3048,1.3081,1.3096,1.2981,-0.24%
2-Aug-10,1.3182,1.3062,1.3197,1.3053,1.03%
3-Aug-10,1.3228,1.3181,1.3263,1.3145,0.35%
4-Aug-10,1.316,1.3229,1.3241,1.3132,-0.51%
5-Aug-10,1.3192,1.3153,1.3235,1.3118,0.24%
6-Aug-10,1.3285,1.3185,1.3336,1.3158,0.70%
9-Aug-10,1.3235,1.3292,1.331,1.3216,-0.38%
10-Aug-10,1.3178,1.3222,1.3235,1.3072,-0.43%
11-Aug-10,1.2833,1.3176,1.3191,1.2829,-2.62%
12-Aug-10,1.2824,1.2846,1.2933,1.278,-0.07%
13-Aug-10,1.2752,1.283,1.2909,1.275,-0.56%
16-Aug-10,1.2826,1.2761,1.2874,1.2736,0.58%
17-Aug-10,1.2881,1.2824,1.2917,1.2804,0.43%
18-Aug-10,1.2857,1.2881,1.2925,1.2823,-0.19%
19-Aug-10,1.2821,1.2855,1.2903,1.2771,-0.28%
20-Aug-10,1.2708,1.2821,1.2835,1.2664,-0.88%
23-Aug-10,1.2658,1.2704,1.2731,1.2645,-0.39%
24-Aug-10,1.2625,1.265,1.2719,1.2585,-0.26%
25-Aug-10,1.2658,1.2631,1.2726,1.2604,0.26%
26-Aug-10,1.272,1.266,1.2765,1.2649,0.49%
27-Aug-10,1.2765,1.2716,1.2781,1.2679,0.35%
30-Aug-10,1.2664,1.2766,1.277,1.2658,-0.79%
31-Aug-10,1.2687,1.2664,1.2744,1.2624,0.18%
1-Sep-10,1.2812,1.2686,1.2856,1.2662,0.99%
2-Sep-10,1.2826,1.2799,1.2849,1.2776,0.11%
3-Sep-10,1.2896,1.2829,1.29,1.281,0.55%
6-Sep-10,1.2873,1.2889,1.292,1.2865,-0.18%
7-Sep-10,1.2683,1.2873,1.2877,1.2676,-1.48%
8-Sep-10,1.2723,1.2686,1.2766,1.2661,0.32%
9-Sep-10,1.2694,1.2721,1.2767,1.2662,-0.23%
10-Sep-10,1.268,1.2699,1.275,1.2645,-0.11%
13-Sep-10,1.288,1.2708,1.2894,1.2703,1.58%
14-Sep-10,1.2996,1.2878,1.3034,1.2827,0.90%
15-Sep-10,1.3005,1.2993,1.3037,1.2954,0.07%
16-Sep-10,1.3076,1.3012,1.3119,1.2976,0.55%
17-Sep-10,1.3048,1.3081,1.3162,1.3019,-0.21%
20-Sep-10,1.3066,1.3053,1.3121,1.3026,0.14%
21-Sep-10,1.3252,1.3062,1.3282,1.3056,1.42%
22-Sep-10,1.34,1.3253,1.3441,1.3246,1.12%
23-Sep-10,1.3312,1.3394,1.3415,1.3304,-0.66%
24-Sep-10,1.3491,1.3315,1.3498,1.3287,1.34%
27-Sep-10,1.3457,1.3482,1.3509,1.3426,-0.25%
28-Sep-10,1.3582,1.3445,1.3598,1.3382,0.93%
29-Sep-10,1.3629,1.3579,1.3648,1.3565,0.35%
30-Sep-10,1.3633,1.3626,1.3686,1.3561,0.03%
1-Oct-10,1.3792,1.3632,1.3796,1.362,1.17%
4-Oct-10,1.3682,1.3792,1.3793,1.3666,-0.80%
5-Oct-10,1.3834,1.3679,1.3861,1.3636,1.11%
6-Oct-10,1.3937,1.3836,1.3948,1.3798,0.74%
7-Oct-10,1.3927,1.3929,1.4028,1.3855,-0.07%
8-Oct-10,1.3943,1.3921,1.3986,1.3836,0.11%
11-Oct-10,1.3874,1.3994,1.4013,1.3866,-0.49%
12-Oct-10,1.3925,1.3874,1.3933,1.3773,0.37%
13-Oct-10,1.3963,1.3915,1.4002,1.391,0.27%
14-Oct-10,1.4081,1.3958,1.4124,1.3955,0.85%
15-Oct-10,1.3979,1.4078,1.416,1.3938,-0.72%
18-Oct-10,1.3948,1.3977,1.4,1.3832,-0.22%
19-Oct-10,1.3735,1.3951,1.4006,1.3714,-1.53%
20-Oct-10,1.3967,1.3731,1.3994,1.3699,1.69%
21-Oct-10,1.392,1.396,1.4051,1.387,-0.34%
22-Oct-10,1.3952,1.3924,1.3976,1.3858,0.23%
25-Oct-10,1.3966,1.3958,1.4083,1.3935,0.10%
26-Oct-10,1.3861,1.3966,1.3984,1.3825,-0.75%
27-Oct-10,1.3769,1.3859,1.3878,1.3733,-0.66%
28-Oct-10,1.3932,1.3761,1.3946,1.3757,1.18%
29-Oct-10,1.395,1.3927,1.3954,1.3806,0.13%
1-Nov-10,1.3891,1.3963,1.4013,1.3862,-0.42%
2-Nov-10,1.404,1.3897,1.4061,1.3881,1.07%
3-Nov-10,1.4145,1.4038,1.4177,1.3991,0.75%
4-Nov-10,1.42,1.4139,1.4284,1.4103,0.39%
5-Nov-10,1.4034,1.4216,1.425,1.4025,-1.17%
8-Nov-10,1.3921,1.4051,1.4085,1.3886,-0.81%
9-Nov-10,1.3779,1.392,1.3975,1.375,-1.02%
10-Nov-10,1.3784,1.3777,1.3828,1.3672,0.04%
11-Nov-10,1.3658,1.3784,1.3823,1.3637,-0.91%
12-Nov-10,1.3693,1.3666,1.3779,1.3573,0.26%
15-Nov-10,1.3586,1.3712,1.3752,1.3565,-0.78%
16-Nov-10,1.3493,1.3587,1.3655,1.3447,-0.68%
17-Nov-10,1.3519,1.3487,1.3566,1.3458,0.19%
18-Nov-10,1.3645,1.3527,1.3668,1.3525,0.93%
19-Nov-10,1.3687,1.3647,1.3733,1.3609,0.31%
22-Nov-10,1.3626,1.3714,1.3786,1.3575,-0.45%
23-Nov-10,1.3373,1.3619,1.3634,1.3361,-1.86%
24-Nov-10,1.3332,1.3367,1.3424,1.3284,-0.31%
25-Nov-10,1.3363,1.3333,1.3388,1.3287,0.23%
26-Nov-10,1.3243,1.3355,1.3368,1.3199,-0.90%
29-Nov-10,1.3121,1.3287,1.3304,1.3064,-0.92%
30-Nov-10,1.298,1.3124,1.3152,1.2967,-1.07%
1-Dec-10,1.3143,1.2985,1.3181,1.297,1.26%
2-Dec-10,1.3227,1.3137,1.325,1.3059,0.64%
3-Dec-10,1.3415,1.3222,1.3418,1.3192,1.42%
6-Dec-10,1.3306,1.3382,1.3422,1.3243,-0.81%
7-Dec-10,1.3264,1.3304,1.3401,1.326,-0.32%
8-Dec-10,1.3259,1.3263,1.3283,1.318,-0.04%
9-Dec-10,1.3245,1.3264,1.3325,1.3165,-0.11%
10-Dec-10,1.3234,1.3237,1.3283,1.3178,-0.08%
13-Dec-10,1.3391,1.3207,1.3435,1.3182,1.19%
14-Dec-10,1.3384,1.3388,1.3498,1.3361,-0.05%
15-Dec-10,1.3213,1.3383,1.3384,1.3209,-1.28%
16-Dec-10,1.3239,1.3213,1.3268,1.318,0.20%
17-Dec-10,1.3182,1.3239,1.3361,1.3133,-0.43%
20-Dec-10,1.3121,1.3182,1.319,1.3095,-0.46%
21-Dec-10,1.3096,1.3127,1.3203,1.3072,-0.19%
22-Dec-10,1.31,1.3095,1.3182,1.3076,0.03%
23-Dec-10,1.312,1.3096,1.3154,1.3054,0.15%
24-Dec-10,1.3118,1.3117,1.3151,1.3095,-0.02%
27-Dec-10,1.3161,1.3115,1.3171,1.3072,0.33%
28-Dec-10,1.312,1.3166,1.3277,1.3094,-0.31%
29-Dec-10,1.3224,1.3116,1.3239,1.3082,0.79%
30-Dec-10,1.3283,1.3225,1.3316,1.3212,0.45%
31-Dec-10,1.3379,1.329,1.3427,1.3283,0.72%
3-Jan-11,1.3354,1.3348,1.3397,1.3251,-0.19%
4-Jan-11,1.3304,1.3358,1.3436,1.3291,-0.37%
5-Jan-11,1.3152,1.3304,1.3325,1.3123,-1.14%
6-Jan-11,1.3001,1.3146,1.3171,1.2995,-1.15%
7-Jan-11,1.2919,1.3005,1.3023,1.2906,-0.63%
10-Jan-11,1.2944,1.2883,1.2967,1.2874,0.19%
11-Jan-11,1.2978,1.295,1.2995,1.2905,0.26%
12-Jan-11,1.3137,1.2972,1.3146,1.2961,1.23%
13-Jan-11,1.3354,1.3129,1.3384,1.3087,1.65%
14-Jan-11,1.3377,1.3363,1.3458,1.3313,0.17%
17-Jan-11,1.3294,1.3383,1.3389,1.3245,-0.62%
18-Jan-11,1.3381,1.3292,1.3467,1.3252,0.65%
19-Jan-11,1.3469,1.3389,1.3541,1.3369,0.66%
20-Jan-11,1.3478,1.3476,1.3524,1.3395,0.07%
21-Jan-11,1.3618,1.3475,1.3629,1.3448,1.04%
24-Jan-11,1.3643,1.3638,1.3687,1.3537,0.18%
25-Jan-11,1.369,1.3638,1.3704,1.3571,0.34%
26-Jan-11,1.3698,1.3686,1.3722,1.3642,0.06%
27-Jan-11,1.3727,1.371,1.376,1.3636,0.21%
28-Jan-11,1.3613,1.3733,1.3746,1.358,-0.83%
31-Jan-11,1.3686,1.3599,1.374,1.3568,0.54%
1-Feb-11,1.3834,1.3685,1.3845,1.3685,1.08%
2-Feb-11,1.3805,1.383,1.3863,1.3767,-0.21%
3-Feb-11,1.3632,1.3813,1.3828,1.3611,-1.25%
4-Feb-11,1.3586,1.3639,1.3679,1.3542,-0.34%
7-Feb-11,1.3588,1.3563,1.3628,1.3508,0.01%
8-Feb-11,1.3634,1.3582,1.369,1.3571,0.34%
9-Feb-11,1.3731,1.3625,1.3745,1.3607,0.71%
10-Feb-11,1.3595,1.3729,1.3737,1.3577,-0.99%
11-Feb-11,1.3549,1.3599,1.3624,1.3498,-0.34%
14-Feb-11,1.3486,1.351,1.3562,1.3429,-0.46%
15-Feb-11,1.349,1.3488,1.3553,1.3459,0.03%
16-Feb-11,1.3568,1.3488,1.3591,1.3461,0.58%
17-Feb-11,1.3602,1.3568,1.362,1.3534,0.25%
18-Feb-11,1.3697,1.3609,1.3718,1.3548,0.70%
21-Feb-11,1.3677,1.3703,1.3719,1.3646,-0.15%
22-Feb-11,1.3654,1.3677,1.3704,1.3525,-0.17%
23-Feb-11,1.3747,1.3659,1.3788,1.3646,0.68%
24-Feb-11,1.3804,1.3747,1.3821,1.3702,0.41%
25-Feb-11,1.3751,1.3797,1.3838,1.3722,-0.38%
28-Feb-11,1.3802,1.3757,1.3856,1.371,0.37%
1-Mar-11,1.3776,1.3803,1.3855,1.3762,-0.19%
2-Mar-11,1.3864,1.3775,1.3889,1.3742,0.64%
3-Mar-11,1.3966,1.3868,1.3974,1.3833,0.74%
4-Mar-11,1.3985,1.3968,1.4009,1.3939,0.14%
7-Mar-11,1.3973,1.3996,1.4038,1.3952,-0.09%
8-Mar-11,1.3904,1.3972,1.3994,1.3861,-0.49%
9-Mar-11,1.3908,1.3904,1.3943,1.3854,0.03%
10-Mar-11,1.3794,1.3906,1.3927,1.3775,-0.82%
11-Mar-11,1.391,1.3798,1.3916,1.3752,0.84%
14-Mar-11,1.399,1.3962,1.4003,1.3902,0.58%
15-Mar-11,1.3996,1.3986,1.4013,1.3853,0.04%
16-Mar-11,1.3903,1.3998,1.4002,1.3865,-0.66%
17-Mar-11,1.4022,1.3906,1.4053,1.3869,0.86%
18-Mar-11,1.4179,1.4017,1.4187,1.3981,1.12%
21-Mar-11,1.4227,1.4182,1.4241,1.4138,0.34%
22-Mar-11,1.4202,1.4219,1.4249,1.4173,-0.18%
23-Mar-11,1.4083,1.4198,1.4217,1.4078,-0.84%
24-Mar-11,1.4175,1.4091,1.4223,1.4051,0.65%
25-Mar-11,1.4084,1.4171,1.4196,1.4055,-0.64%
28-Mar-11,1.4085,1.4046,1.4116,1.402,0.01%
29-Mar-11,1.4111,1.4081,1.4151,1.4047,0.18%
30-Mar-11,1.4127,1.4112,1.4148,1.4051,0.11%
31-Mar-11,1.4167,1.4129,1.4234,1.4114,0.28%
1-Apr-11,1.4231,1.4174,1.4248,1.4062,0.45%
4-Apr-11,1.4222,1.4226,1.4272,1.4194,-0.06%
5-Apr-11,1.4223,1.422,1.4248,1.4152,0.01%
6-Apr-11,1.4333,1.4217,1.4351,1.4209,0.77%
7-Apr-11,1.4304,1.4335,1.4346,1.4243,-0.20%
8-Apr-11,1.4481,1.4304,1.4491,1.4292,1.24%
11-Apr-11,1.4435,1.4454,1.4484,1.4417,-0.32%
12-Apr-11,1.4477,1.4432,1.452,1.4375,0.29%
13-Apr-11,1.4441,1.4477,1.4521,1.4411,-0.25%
14-Apr-11,1.4489,1.4441,1.4516,1.4363,0.33%
15-Apr-11,1.4432,1.4488,1.4507,1.4392,-0.39%
18-Apr-11,1.4234,1.4419,1.4422,1.4157,-1.37%
19-Apr-11,1.4337,1.4224,1.4354,1.4204,0.72%
20-Apr-11,1.4518,1.4337,1.4546,1.4325,1.26%
21-Apr-11,1.4552,1.452,1.465,1.4504,0.23%
22-Apr-11,1.4556,1.4552,1.4589,1.4533,0.03%
25-Apr-11,1.4581,1.456,1.4629,1.4524,0.17%
26-Apr-11,1.4644,1.4579,1.4659,1.4493,0.43%
27-Apr-11,1.4777,1.4646,1.4796,1.4632,0.91%
28-Apr-11,1.4824,1.4783,1.4883,1.4769,0.32%
29-Apr-11,1.4802,1.4828,1.4881,1.4802,-0.15%
2-May-11,1.4827,1.4826,1.4905,1.4763,0.17%
3-May-11,1.4828,1.482,1.4892,1.4753,0.01%
4-May-11,1.4824,1.4823,1.4942,1.4776,-0.03%
5-May-11,1.4541,1.4829,1.4903,1.4512,-1.91%
6-May-11,1.431,1.4543,1.459,1.431,-1.59%
9-May-11,1.4364,1.4369,1.4443,1.4255,0.38%
10-May-11,1.4407,1.4353,1.4414,1.4268,0.30%
11-May-11,1.4197,1.4406,1.4425,1.4172,-1.46%
12-May-11,1.4243,1.4205,1.4278,1.4123,0.32%
13-May-11,1.4121,1.4243,1.4342,1.4067,-0.86%
16-May-11,1.4154,1.4078,1.4245,1.4047,0.23%
17-May-11,1.4238,1.416,1.424,1.4118,0.59%
18-May-11,1.4246,1.4236,1.4288,1.4194,0.06%
19-May-11,1.4314,1.4249,1.4327,1.4205,0.48%
20-May-11,1.4155,1.4308,1.4348,1.4134,-1.11%
23-May-11,1.4051,1.4131,1.4144,1.3969,-0.73%
24-May-11,1.4104,1.4045,1.4133,1.4,0.38%
25-May-11,1.4087,1.4101,1.412,1.4013,-0.12%
26-May-11,1.4139,1.4085,1.4207,1.4066,0.37%
27-May-11,1.4324,1.4137,1.4325,1.4126,1.31%
30-May-11,1.428,1.4314,1.4314,1.4257,-0.31%
31-May-11,1.4396,1.4284,1.4425,1.4284,0.81%
1-Jun-11,1.4314,1.4393,1.446,1.4307,-0.57%
2-Jun-11,1.4491,1.4322,1.4514,1.4322,1.24%
3-Jun-11,1.4637,1.4494,1.4645,1.4454,1.01%
6-Jun-11,1.4577,1.4628,1.4659,1.4556,-0.41%
7-Jun-11,1.4691,1.4577,1.4698,1.4563,0.78%
8-Jun-11,1.4577,1.4691,1.4695,1.4564,-0.78%
9-Jun-11,1.4508,1.4577,1.4651,1.4476,-0.47%
10-Jun-11,1.4348,1.451,1.4553,1.4323,-1.10%
13-Jun-11,1.4417,1.4329,1.4432,1.432,0.48%
14-Jun-11,1.4441,1.442,1.4501,1.4379,0.17%
15-Jun-11,1.4168,1.4442,1.4456,1.4156,-1.89%
16-Jun-11,1.4213,1.4164,1.4221,1.4074,0.32%
17-Jun-11,1.4311,1.4213,1.4342,1.4127,0.69%
20-Jun-11,1.4309,1.4274,1.4329,1.4191,-0.01%
21-Jun-11,1.4407,1.4306,1.4423,1.4304,0.68%
22-Jun-11,1.4354,1.4396,1.4442,1.4339,-0.37%
23-Jun-11,1.4259,1.4335,1.4341,1.4127,-0.66%
24-Jun-11,1.4193,1.4264,1.4312,1.4142,-0.46%
27-Jun-11,1.4284,1.4193,1.4296,1.4103,0.64%
28-Jun-11,1.4369,1.4284,1.4398,1.4235,0.60%
29-Jun-11,1.4436,1.4364,1.4449,1.4327,0.47%
30-Jun-11,1.4506,1.4434,1.4541,1.4426,0.48%
1-Jul-11,1.4525,1.45,1.4554,1.4437,0.13%
4-Jul-11,1.4541,1.4543,1.4581,1.4493,0.11%
5-Jul-11,1.4423,1.4541,1.4554,1.4396,-0.81%
6-Jul-11,1.4318,1.4421,1.4468,1.4284,-0.73%
7-Jul-11,1.4361,1.4318,1.4376,1.4221,0.30%
8-Jul-11,1.427,1.436,1.4371,1.4207,-0.63%
11-Jul-11,1.4036,1.4215,1.4228,1.3984,-1.64%
12-Jul-11,1.3979,1.4046,1.4065,1.3838,-0.41%
13-Jul-11,1.4184,1.3976,1.4212,1.3952,1.47%
14-Jul-11,1.4145,1.4189,1.4284,1.4116,-0.27%
15-Jul-11,1.4153,1.4144,1.4202,1.4093,0.06%
18-Jul-11,1.4111,1.4113,1.4135,1.4011,-0.30%
19-Jul-11,1.4156,1.4101,1.4219,1.4068,0.32%
20-Jul-11,1.422,1.4153,1.4243,1.4133,0.45%
21-Jul-11,1.4423,1.4226,1.444,1.4139,1.43%
22-Jul-11,1.4356,1.4423,1.444,1.4325,-0.46%
25-Jul-11,1.4376,1.4398,1.4408,1.4325,0.14%
26-Jul-11,1.4512,1.4375,1.4526,1.4356,0.95%
27-Jul-11,1.4365,1.4514,1.4537,1.4339,-1.01%
28-Jul-11,1.4331,1.4373,1.4402,1.4253,-0.24%
29-Jul-11,1.4396,1.4328,1.4414,1.4229,0.45%
1-Aug-11,1.4251,1.4358,1.4455,1.4186,-1.01%
2-Aug-11,1.4193,1.4262,1.4284,1.415,-0.41%
3-Aug-11,1.4325,1.4183,1.4345,1.4143,0.93%
4-Aug-11,1.4108,1.4332,1.4371,1.4089,-1.51%
5-Aug-11,1.4282,1.4099,1.4299,1.4056,1.23%
8-Aug-11,1.4177,1.4387,1.4404,1.4131,-0.74%
9-Aug-11,1.437,1.4173,1.4381,1.4152,1.36%
10-Aug-11,1.4174,1.4395,1.4403,1.4162,-1.36%
11-Aug-11,1.4243,1.4163,1.4296,1.4103,0.49%
12-Aug-11,1.4249,1.424,1.4293,1.415,0.04%
15-Aug-11,1.4446,1.4261,1.4478,1.4261,1.38%
16-Aug-11,1.4409,1.4447,1.4474,1.4354,-0.26%
17-Aug-11,1.4425,1.4403,1.4519,1.4325,0.11%
18-Aug-11,1.4331,1.4423,1.4451,1.427,-0.65%
19-Aug-11,1.4398,1.4329,1.4455,1.4259,0.47%
22-Aug-11,1.436,1.4375,1.4436,1.4346,-0.26%
23-Aug-11,1.4438,1.4358,1.4499,1.4352,0.54%
24-Aug-11,1.4413,1.4432,1.4482,1.4379,-0.17%
25-Aug-11,1.438,1.4412,1.4476,1.4327,-0.23%
26-Aug-11,1.4499,1.4374,1.4503,1.4329,0.83%
29-Aug-11,1.451,1.4497,1.455,1.4466,0.08%
30-Aug-11,1.4446,1.4516,1.4535,1.4385,-0.44%
31-Aug-11,1.4379,1.4436,1.447,1.436,-0.46%
1-Sep-11,1.4259,1.4375,1.4381,1.4224,-0.83%
2-Sep-11,1.4205,1.426,1.4291,1.4184,-0.38%
5-Sep-11,1.4092,1.4167,1.4174,1.4061,-0.80%
6-Sep-11,1.4,1.4097,1.4277,1.3973,-0.65%
7-Sep-11,1.4097,1.3994,1.4148,1.3992,0.69%
8-Sep-11,1.3882,1.4094,1.4097,1.3872,-1.53%
9-Sep-11,1.3653,1.3883,1.3938,1.3628,-1.65%
12-Sep-11,1.3673,1.3568,1.3693,1.35,0.15%
13-Sep-11,1.3683,1.367,1.3741,1.3558,0.07%
14-Sep-11,1.3747,1.3683,1.3785,1.3591,0.47%
15-Sep-11,1.3878,1.3744,1.3939,1.3704,0.95%
16-Sep-11,1.38,1.3886,1.3887,1.3755,-0.56%
19-Sep-11,1.3685,1.3672,1.3721,1.3587,-0.83%
20-Sep-11,1.3706,1.3674,1.3746,1.3594,0.15%
21-Sep-11,1.3566,1.3702,1.379,1.3558,-1.02%
22-Sep-11,1.346,1.3579,1.3601,1.3382,-0.78%
23-Sep-11,1.3498,1.3462,1.357,1.3417,0.28%
26-Sep-11,1.354,1.351,1.3552,1.3364,0.31%
27-Sep-11,1.3592,1.3527,1.3668,1.3478,0.38%
28-Sep-11,1.3542,1.359,1.3691,1.3533,-0.37%
29-Sep-11,1.3594,1.3529,1.368,1.352,0.38%
