Date,Adj Close,Open,High,Low,Change %
11-Jun-10,91.65,91.49,91.78,91.22,0.18%
14-Jun-10,91.63,91.67,92.12,91.42,-0.03%
15-Jun-10,91.53,91.63,91.69,91.08,-0.11%
16-Jun-10,91.32,91.53,91.82,91.1,-0.22%
17-Jun-10,90.89,91.32,91.43,90.52,-0.48%
18-Jun-10,90.69,90.89,90.96,90.46,-0.21%
21-Jun-10,91.03,90.56,91.48,90.34,0.37%
22-Jun-10,90.39,91.03,91.11,90.34,-0.70%
23-Jun-10,89.94,90.39,90.57,89.75,-0.50%
24-Jun-10,89.6,89.94,89.97,89.23,-0.38%
25-Jun-10,89.25,89.6,89.77,89.23,-0.38%
28-Jun-10,89.39,89.3,89.46,89.07,0.15%
29-Jun-10,88.63,89.39,89.42,88.3,-0.85%
30-Jun-10,88.51,88.63,88.76,88.36,-0.14%
1-Jul-10,87.71,88.51,88.53,86.99,-0.90%
2-Jul-10,87.78,87.71,88.21,87.45,0.07%
5-Jul-10,87.53,87.79,88,87.47,-0.28%
6-Jul-10,87.64,87.53,87.97,87.36,0.13%
7-Jul-10,87.82,87.64,87.84,87.03,0.21%
8-Jul-10,88.5,87.82,88.64,87.8,0.77%
9-Jul-10,88.61,88.5,88.7,88.38,0.13%
12-Jul-10,88.76,89.08,89.12,88.39,0.16%
13-Jul-10,88.83,88.76,88.87,88.19,0.08%
14-Jul-10,88.3,88.83,89.11,88.09,-0.60%
15-Jul-10,87.43,88.3,88.41,87.24,-0.99%
16-Jul-10,86.57,87.43,87.5,86.3,-0.98%
19-Jul-10,86.76,86.53,87.22,86.53,0.21%
20-Jul-10,87.41,86.76,87.57,86.74,0.75%
21-Jul-10,86.85,87.41,87.43,86.8,-0.64%
22-Jul-10,87.22,86.85,87.23,86.35,0.43%
23-Jul-10,87.46,87.22,87.5,86.74,0.28%
26-Jul-10,86.91,87.67,87.72,86.83,-0.63%
27-Jul-10,87.82,86.91,87.98,86.84,1.05%
28-Jul-10,87.41,87.88,88.13,87.24,-0.47%
29-Jul-10,86.78,87.34,87.53,86.54,-0.72%
30-Jul-10,86.46,86.76,86.82,86.02,-0.37%
2-Aug-10,86.53,86.52,86.88,86.32,0.09%
3-Aug-10,85.88,86.53,86.6,85.69,-0.75%
4-Aug-10,86.33,85.88,86.4,85.33,0.52%
5-Aug-10,85.81,86.33,86.45,85.71,-0.60%
6-Aug-10,85.51,85.81,86.18,85.03,-0.34%
9-Aug-10,85.93,85.35,85.95,85.34,0.49%
10-Aug-10,85.32,85.93,86.24,85.18,-0.72%
11-Aug-10,85.13,85.32,85.46,84.73,-0.22%
12-Aug-10,86.17,85.13,86.18,84.93,1.22%
13-Aug-10,86.22,86.17,86.38,85.57,0.06%
16-Aug-10,85.18,85.97,85.98,85.12,-1.20%
17-Aug-10,85.62,85.18,85.68,85.18,0.51%
18-Aug-10,85.46,85.62,85.62,85.19,-0.18%
19-Aug-10,85.2,85.46,85.92,84.9,-0.30%
20-Aug-10,85.6,85.2,85.82,85.2,0.46%
23-Aug-10,85.08,85.56,85.64,85.07,-0.60%
24-Aug-10,84.19,85.08,85.16,83.6,-1.06%
25-Aug-10,84.79,84.19,84.83,84.06,0.71%
26-Aug-10,84.31,84.79,84.89,84.28,-0.56%
27-Aug-10,85.26,84.31,85.45,84.28,1.13%
30-Aug-10,84.61,85.6,85.9,84.49,-0.77%
31-Aug-10,84.13,84.61,84.66,83.83,-0.56%
1-Sep-10,84.51,84.13,84.67,83.68,0.46%
2-Sep-10,84.37,84.51,84.56,84,-0.17%
3-Sep-10,84.34,84.37,85.22,84.17,-0.04%
6-Sep-10,84.17,84.46,84.49,84.05,-0.20%
7-Sep-10,83.75,84.17,84.26,83.52,-0.50%
8-Sep-10,84,83.75,84.04,83.35,0.29%
9-Sep-10,83.92,84,84.02,83.5,-0.10%
10-Sep-10,84.18,83.92,84.38,83.75,0.32%
13-Sep-10,83.61,84.25,84.29,83.51,-0.68%
14-Sep-10,83.08,83.61,83.71,82.93,-0.63%
15-Sep-10,85.61,83.08,85.77,82.88,3.04%
16-Sep-10,85.81,85.61,85.93,85.23,0.24%
17-Sep-10,85.86,85.81,85.93,85.6,0.05%
20-Sep-10,85.72,85.75,85.8,85.51,-0.16%
21-Sep-10,84.99,85.72,85.72,84.97,-0.85%
22-Sep-10,84.59,84.99,85,84.28,-0.47%
23-Sep-10,84.57,84.59,84.67,84.27,-0.03%
24-Sep-10,84.21,84.57,85.39,84.12,-0.42%
27-Sep-10,84.27,84.33,84.37,84.12,0.07%
28-Sep-10,83.94,84.27,84.34,83.7,-0.39%
29-Sep-10,83.77,83.94,84.09,83.5,-0.21%
30-Sep-10,83.51,83.77,83.8,83.17,-0.31%
1-Oct-10,83.21,83.51,83.56,83.16,-0.36%
4-Oct-10,83.58,83.35,83.86,83.19,0.45%
5-Oct-10,83.17,83.58,83.99,82.98,-0.50%
6-Oct-10,82.98,83.17,83.24,82.76,-0.23%
7-Oct-10,82.36,82.98,83.03,82.12,-0.74%
8-Oct-10,81.9,82.36,82.56,81.74,-0.56%
11-Oct-10,82.32,81.83,82.34,81.83,0.50%
12-Oct-10,81.8,82.32,82.32,81.67,-0.63%
13-Oct-10,81.72,81.8,82,81.71,-0.10%
14-Oct-10,81.59,81.72,81.73,80.89,-0.16%
15-Oct-10,81.47,81.59,81.62,80.89,-0.14%
18-Oct-10,81.18,81.32,81.41,81.13,-0.35%
19-Oct-10,81.46,81.18,81.92,81.15,0.34%
20-Oct-10,81.11,81.46,81.47,80.85,-0.43%
21-Oct-10,81.27,81.11,81.82,80.92,0.20%
22-Oct-10,81.36,81.27,81.5,80.98,0.11%
25-Oct-10,80.81,81.31,81.33,80.42,-0.67%
26-Oct-10,81.42,80.81,81.65,80.62,0.74%
27-Oct-10,81.58,81.42,81.99,81.38,0.20%
28-Oct-10,80.94,81.58,81.7,80.87,-0.79%
29-Oct-10,80.39,80.94,81.08,80.39,-0.68%
1-Nov-10,80.58,80.36,81.14,80.33,0.25%
2-Nov-10,80.68,80.58,80.96,80.47,0.11%
3-Nov-10,81.07,80.68,81.57,80.61,0.49%
4-Nov-10,80.79,81.07,81.22,80.59,-0.35%
5-Nov-10,81.27,80.79,81.48,80.62,0.59%
8-Nov-10,81.11,81.16,81.43,81.01,-0.20%
9-Nov-10,81.59,81.11,81.97,80.54,0.59%
10-Nov-10,82.23,81.59,82.8,81.56,0.78%
11-Nov-10,82.43,82.23,82.6,82.04,0.25%
12-Nov-10,82.5,82.43,82.65,81.66,0.08%
15-Nov-10,83.17,82.49,83.26,82.4,0.81%
16-Nov-10,83.38,83.17,83.59,82.91,0.25%
17-Nov-10,83.14,83.38,83.55,83.04,-0.29%
18-Nov-10,83.54,83.14,83.78,83.1,0.49%
19-Nov-10,83.53,83.54,83.64,83.14,-0.01%
22-Nov-10,83.31,83.48,83.56,83.23,-0.26%
23-Nov-10,83.27,83.31,83.85,82.79,-0.05%
24-Nov-10,83.53,83.27,83.66,82.95,0.31%
25-Nov-10,83.65,83.53,83.7,83.4,0.15%
26-Nov-10,84.07,83.65,84.18,83.64,0.50%
29-Nov-10,84.28,84.18,84.4,83.84,0.24%
30-Nov-10,83.69,84.28,84.28,83.43,-0.70%
1-Dec-10,84.14,83.69,84.4,83.39,0.54%
2-Dec-10,83.84,84.14,84.37,83.5,-0.36%
3-Dec-10,82.55,83.84,83.85,82.53,-1.54%
6-Dec-10,82.68,82.8,82.99,82.57,0.16%
7-Dec-10,83.49,82.68,83.66,82.34,0.97%
8-Dec-10,84.11,83.49,84.3,83.48,0.75%
9-Dec-10,83.83,84.11,84.11,83.52,-0.33%
10-Dec-10,83.95,83.83,84.01,83.46,0.14%
13-Dec-10,83.45,83.99,84.35,83.11,-0.60%
14-Dec-10,83.81,83.45,83.83,82.84,0.43%
15-Dec-10,84.28,83.81,84.51,83.65,0.56%
16-Dec-10,84.06,84.28,84.44,83.9,-0.26%
17-Dec-10,83.99,84.06,84.2,83.69,-0.08%
20-Dec-10,83.79,84.03,84.12,83.63,-0.23%
21-Dec-10,83.81,83.79,83.91,83.5,0.02%
22-Dec-10,83.57,83.81,83.85,83.42,-0.29%
23-Dec-10,83.03,83.57,83.58,82.86,-0.64%
24-Dec-10,82.88,83.03,83.16,82.87,-0.18%
27-Dec-10,82.76,82.95,82.98,82.65,-0.14%
28-Dec-10,82.37,82.76,82.77,81.82,-0.48%
29-Dec-10,81.63,82.37,82.37,81.61,-0.89%
30-Dec-10,81.5,81.63,81.86,81.29,-0.15%
31-Dec-10,81.16,81.5,81.54,80.95,-0.42%
3-Jan-11,81.67,81.13,81.75,81.13,0.63%
4-Jan-11,82.06,81.67,82.28,81.61,0.47%
5-Jan-11,83.19,82.06,83.38,81.89,1.38%
6-Jan-11,83.31,83.19,83.39,82.88,0.15%
7-Jan-11,83.14,83.31,83.69,82.86,-0.20%
10-Jan-11,82.72,83.06,83.28,82.67,-0.51%
11-Jan-11,83.36,82.72,83.49,82.72,0.78%
12-Jan-11,83.09,83.36,83.46,82.81,-0.33%
13-Jan-11,82.77,83.09,83.15,82.55,-0.38%
14-Jan-11,82.88,82.77,83.06,82.41,0.13%
17-Jan-11,82.68,82.9,83.01,82.36,-0.24%
18-Jan-11,82.62,82.68,82.82,82.33,-0.06%
19-Jan-11,82.16,82.62,82.69,81.85,-0.56%
20-Jan-11,82.95,82.16,83.13,82.06,0.96%
21-Jan-11,82.57,82.95,83.09,82.53,-0.45%
24-Jan-11,82.54,82.6,82.92,82.31,-0.04%
25-Jan-11,82.26,82.54,82.66,81.98,-0.33%
26-Jan-11,82.17,82.26,82.61,81.99,-0.12%
27-Jan-11,82.89,82.17,83.2,82.02,0.88%
28-Jan-11,82.14,82.89,82.91,81.99,-0.92%
31-Jan-11,82.1,82.1,82.26,81.91,-0.04%
1-Feb-11,81.42,82.1,82.15,81.32,-0.83%
2-Feb-11,81.5,81.42,81.86,81.36,0.10%
3-Feb-11,81.67,81.5,82.06,81.41,0.21%
4-Feb-11,82.18,81.67,82.46,81.13,0.62%
7-Feb-11,82.3,82.24,82.47,82.17,0.15%
8-Feb-11,82.3,82.3,82.42,81.78,0.00%
9-Feb-11,82.42,82.3,82.67,82.21,0.14%
10-Feb-11,83.35,82.42,83.39,82.39,1.13%
11-Feb-11,83.43,83.35,83.67,83.24,0.10%
14-Feb-11,83.41,83.44,83.49,83.1,-0.03%
15-Feb-11,83.72,83.41,83.92,83.2,0.37%
16-Feb-11,83.61,83.72,83.97,83.5,-0.13%
17-Feb-11,83.31,83.61,83.75,83.16,-0.36%
18-Feb-11,83.19,83.31,83.52,83.04,-0.15%
21-Feb-11,83.08,83.11,83.53,83.07,-0.13%
22-Feb-11,82.77,83.08,83.42,82.58,-0.38%
23-Feb-11,82.45,82.77,82.89,82.32,-0.39%
24-Feb-11,82.04,82.45,82.46,81.63,-0.49%
25-Feb-11,81.68,82.04,82.07,81.65,-0.44%
28-Feb-11,81.88,81.64,81.98,81.62,0.25%
1-Mar-11,81.92,81.88,82.24,81.79,0.04%
2-Mar-11,81.84,81.92,82.11,81.58,-0.09%
3-Mar-11,82.38,81.84,82.52,81.73,0.65%
4-Mar-11,82.31,82.38,83.05,82.22,-0.08%
7-Mar-11,82.29,82.36,82.39,81.96,-0.02%
8-Mar-11,82.82,82.29,82.85,82.21,0.63%
9-Mar-11,82.84,82.82,82.93,82.58,0.03%
10-Mar-11,82.92,82.84,83.17,82.7,0.10%
11-Mar-11,81.86,82.92,83.3,81.66,-1.28%
14-Mar-11,81.83,81.3,82.46,81.3,-0.03%
15-Mar-11,80.87,81.83,82.03,80.73,-1.17%
16-Mar-11,78.15,80.73,81.19,76.25,-3.37%
17-Mar-11,78.85,77.66,79.76,77.16,0.90%
18-Mar-11,80.61,78.99,82,78.99,2.23%
21-Mar-11,81.23,81.01,81.32,80.82,0.77%
22-Mar-11,81.05,81.23,81.23,80.85,-0.23%
23-Mar-11,80.88,81.05,81.07,80.71,-0.21%
24-Mar-11,81.02,80.88,81.06,80.77,0.18%
25-Mar-11,81.34,81.02,81.49,80.88,0.39%
28-Mar-11,81.72,81.58,81.85,81.53,0.47%
29-Mar-11,82.51,81.72,82.54,81.55,0.96%
30-Mar-11,83.14,82.51,83.21,82.42,0.76%
31-Mar-11,83.43,83.14,83.45,82.57,0.35%
1-Apr-11,84.06,83.43,84.73,83.37,0.76%
4-Apr-11,84.36,84.17,84.48,83.86,0.36%
5-Apr-11,84.98,84.36,85.23,84.16,0.73%
6-Apr-11,85.45,84.98,85.52,84.84,0.55%
7-Apr-11,84.89,85.45,85.48,84.6,-0.65%
8-Apr-11,84.75,84.89,85.39,84.68,-0.17%
11-Apr-11,84.45,85.13,85.14,84.36,-0.35%
12-Apr-11,83.76,84.45,84.57,83.47,-0.82%
13-Apr-11,83.74,83.76,84.26,83.58,-0.02%
14-Apr-11,83.67,83.74,83.83,82.96,-0.09%
15-Apr-11,83.14,83.67,83.76,82.96,-0.63%
18-Apr-11,82.48,83.09,83.2,82.19,-0.80%
19-Apr-11,82.77,82.48,82.88,82.37,0.35%
20-Apr-11,82.5,82.77,83.1,82.27,-0.33%
21-Apr-11,81.87,82.5,82.5,81.62,-0.76%
22-Apr-11,81.88,81.87,82.11,81.67,0.01%
25-Apr-11,81.68,82.03,82.42,81.64,-0.25%
26-Apr-11,81.38,81.68,81.98,81.27,-0.36%
27-Apr-11,82.26,81.38,82.78,81.35,1.07%
28-Apr-11,81.62,82.26,82.26,81.4,-0.78%
29-Apr-11,81.19,81.62,81.63,81.04,-0.52%
2-May-11,81.24,81.22,81.69,81,0.05%
3-May-11,81.04,81.24,81.24,80.7,-0.24%
4-May-11,80.59,81.04,81.19,80.43,-0.55%
5-May-11,80.32,80.59,80.65,79.57,-0.35%
6-May-11,80.63,80.32,80.93,80.21,0.40%
9-May-11,80.17,80.8,80.83,80.16,-0.57%
10-May-11,80.97,80.17,81.09,80.17,0.99%
11-May-11,81.04,80.97,81.32,80.62,0.09%
12-May-11,81.01,81.04,81.32,80.71,-0.03%
13-May-11,80.79,81.01,81.09,80.35,-0.28%
16-May-11,80.86,80.72,81.06,80.68,0.09%
17-May-11,81.5,80.86,81.78,80.84,0.79%
18-May-11,81.73,81.5,81.81,80.94,0.28%
19-May-11,81.73,81.73,82.22,81.47,0.00%
20-May-11,81.71,81.73,81.86,81.48,-0.02%
23-May-11,81.97,81.66,82.08,81.32,0.32%
24-May-11,82.05,81.97,82.21,81.62,0.09%
25-May-11,82.03,82.05,82.17,81.8,-0.02%
26-May-11,81.14,82.03,82.04,81.09,-1.09%
27-May-11,80.8,81.14,81.29,80.71,-0.42%
30-May-11,80.87,80.87,81.02,80.77,0.09%
31-May-11,81.36,80.87,81.77,80.71,0.60%
1-Jun-11,80.94,81.36,81.5,80.68,-0.51%
2-Jun-11,80.89,80.94,81.32,80.57,-0.07%
3-Jun-11,80.27,80.89,80.89,80.06,-0.76%
6-Jun-11,80.12,80.23,80.4,79.98,-0.19%
7-Jun-11,80.19,80.12,80.33,79.99,0.09%
8-Jun-11,79.87,80.19,80.21,79.7,-0.39%
9-Jun-11,80.36,79.87,80.46,79.84,0.60%
10-Jun-11,80.33,80.36,80.4,79.97,-0.03%
13-Jun-11,80.2,80.36,80.69,80.09,-0.16%
14-Jun-11,80.51,80.2,80.65,80.11,0.39%
15-Jun-11,80.85,80.51,81.06,80.39,0.42%
16-Jun-11,80.58,80.85,81.03,80.49,-0.33%
17-Jun-11,80.05,80.58,80.68,80.01,-0.67%
20-Jun-11,80.21,80.17,80.36,80.03,0.20%
21-Jun-11,80.25,80.21,80.33,80.06,0.05%
22-Jun-11,80.37,80.25,80.42,80.02,0.15%
23-Jun-11,80.5,80.37,80.79,80.34,0.15%
24-Jun-11,80.43,80.5,80.61,80.13,-0.08%
27-Jun-11,80.77,80.47,80.98,80.47,0.41%
28-Jun-11,81.05,80.77,81.27,80.66,0.36%
29-Jun-11,80.75,81.05,81.19,80.58,-0.38%
30-Jun-11,80.71,80.75,80.86,80.27,-0.05%
1-Jul-11,80.83,80.71,81.14,80.56,0.16%
4-Jul-11,80.79,80.83,80.87,80.54,-0.06%
5-Jul-11,81.08,80.79,81.19,80.79,0.36%
6-Jul-11,80.88,81.08,81.1,80.77,-0.25%
7-Jul-11,81.27,80.88,81.41,80.8,0.48%
8-Jul-11,80.64,81.27,81.48,80.51,-0.77%
11-Jul-11,80.34,80.68,80.83,80.11,-0.37%
12-Jul-11,79.46,80.34,80.36,78.49,-1.11%
13-Jul-11,78.86,79.46,79.57,78.66,-0.75%
14-Jul-11,79.01,78.86,79.6,78.47,0.18%
15-Jul-11,79.14,79.01,79.28,78.99,0.16%
18-Jul-11,79.04,79.07,79.18,78.95,-0.11%
19-Jul-11,79.18,79.04,79.28,78.82,0.17%
20-Jul-11,78.82,79.18,79.32,78.71,-0.46%
21-Jul-11,78.56,78.82,79.02,78.23,-0.33%
22-Jul-11,78.54,78.56,78.72,78.29,-0.02%
25-Jul-11,78.31,78.39,78.55,78.06,-0.30%
26-Jul-11,77.99,78.31,78.56,77.83,-0.40%
27-Jul-11,77.94,77.99,78.17,77.58,-0.07%
28-Jul-11,77.83,77.94,78.03,77.63,-0.15%
29-Jul-11,76.76,77.83,77.87,76.74,-1.37%
1-Aug-11,77.57,77.35,78.04,76.31,1.05%
2-Aug-11,77.3,77.57,77.78,76.96,-0.35%
3-Aug-11,77.14,77.3,77.38,76.79,-0.21%
4-Aug-11,79.08,77.14,80.24,77.01,2.51%
5-Aug-11,78.47,79.08,79.41,78.33,-0.77%
8-Aug-11,77.68,78.25,78.34,77.5,-1.01%
9-Aug-11,77.14,77.68,77.71,76.71,-0.68%
10-Aug-11,76.82,77.14,77.15,76.36,-0.42%
11-Aug-11,76.94,76.82,77.22,76.31,0.16%
12-Aug-11,76.68,76.94,77.02,76.52,-0.33%
15-Aug-11,76.82,76.87,77.08,76.59,0.17%
16-Aug-11,76.74,76.82,76.93,76.65,-0.10%
17-Aug-11,76.62,76.74,76.8,76.41,-0.16%
18-Aug-11,76.64,76.62,76.71,76.45,0.02%
19-Aug-11,76.55,76.64,76.97,75.97,-0.12%
22-Aug-11,76.93,76.85,77.19,76.56,0.50%
23-Aug-11,76.66,76.93,76.93,76.47,-0.35%
24-Aug-11,77.02,76.66,77.08,76.48,0.48%
25-Aug-11,77.4,77.02,77.7,76.84,0.50%
26-Aug-11,76.67,77.4,77.46,76.5,-0.95%
29-Aug-11,76.95,76.76,77.02,76.58,0.37%
30-Aug-11,76.72,76.95,76.95,76.62,-0.29%
31-Aug-11,76.76,76.72,76.84,76.43,0.05%
1-Sep-11,76.89,76.76,77.24,76.71,0.16%
2-Sep-11,76.81,76.89,76.97,76.55,-0.10%
5-Sep-11,76.93,76.85,76.98,76.69,0.16%
6-Sep-11,77.53,76.93,77.73,76.72,0.78%
7-Sep-11,77.35,77.53,77.55,77.08,-0.23%
8-Sep-11,77.56,77.35,77.6,77.14,0.27%
9-Sep-11,77.59,77.56,77.86,77.1,0.03%
12-Sep-11,77.19,77.47,77.59,76.76,-0.51%
13-Sep-11,76.95,77.19,77.25,76.81,-0.32%
14-Sep-11,76.72,76.95,77.06,76.6,-0.29%
15-Sep-11,76.72,76.72,77.3,76.56,0.00%
16-Sep-11,76.8,76.72,76.97,76.68,0.10%
19-Sep-11,76.68,76.96,76.98,76.33,-0.15%
20-Sep-11,76.4,76.68,76.76,76.36,-0.37%
21-Sep-11,76.63,76.4,76.74,76.12,0.30%
22-Sep-11,76.26,76.63,76.93,76.11,-0.48%
23-Sep-11,76.6,76.26,76.89,76.15,0.44%
26-Sep-11,76.44,76.66,76.76,76.23,-0.20%
27-Sep-11,76.7,76.44,76.93,76.27,0.34%
28-Sep-11,76.54,76.7,76.71,76.34,-0.21%
29-Sep-11,76.73,76.54,77.03,76.42,0.25%
30-Sep-11,77.05,76.73,77.2,76.5,0.42%
3-Oct-11,76.62,77.2,77.21,76.52,-0.56%
4-Oct-11,76.83,76.62,76.98,76.54,0.28%
5-Oct-11,76.79,76.83,77.07,76.62,-0.06%
6-Oct-11,76.69,76.79,76.84,76.57,-0.13%
7-Oct-11,76.73,76.69,76.91,76.59,0.06%
10-Oct-11,76.67,76.8,76.86,76.57,-0.09%
11-Oct-11,76.71,76.67,76.76,76.6,0.05%
12-Oct-11,77.1,76.71,77.49,76.32,0.52%
13-Oct-11,76.9,77.1,77.22,76.68,-0.26%
14-Oct-11,77.21,76.9,77.45,76.86,0.40%
17-Oct-11,76.84,77.22,77.46,76.6,-0.48%
18-Oct-11,76.78,76.84,76.91,76.63,-0.08%
19-Oct-11,76.84,76.78,76.86,76.66,0.08%
20-Oct-11,76.88,76.84,77.09,76.68,0.05%
21-Oct-11,76.29,76.88,76.88,75.82,-0.77%
24-Oct-11,76.2,76.42,76.44,75.99,-0.11%
25-Oct-11,76.12,76.2,76.3,75.75,-0.11%
26-Oct-11,76.18,76.12,76.32,75.72,0.08%
27-Oct-11,75.98,76.18,76.28,75.66,-0.26%
28-Oct-11,75.82,75.98,76,75.68,-0.20%
31-Oct-11,78.32,75.76,79.53,75.58,3.30%
1-Nov-11,78.31,78.32,78.98,78.02,-0.02%
2-Nov-11,78.15,78.31,78.32,77.96,-0.20%
3-Nov-11,78.06,78.15,78.17,77.9,-0.11%
4-Nov-11,78.24,78.06,78.27,77.99,0.22%
7-Nov-11,78.08,78.16,78.18,77.99,-0.19%
8-Nov-11,77.71,78.08,78.09,77.61,-0.48%
9-Nov-11,77.77,77.71,77.89,77.54,0.09%
10-Nov-11,77.66,77.77,77.87,77.51,-0.14%
11-Nov-11,77.14,77.66,77.67,77.05,-0.67%
14-Nov-11,77.1,77.18,77.25,76.82,-0.06%
15-Nov-11,77.09,77.1,77.5,76.91,-0.01%
16-Nov-11,77.07,77.09,77.15,76.86,-0.02%
17-Nov-11,76.97,77.07,77.08,76.92,-0.13%
18-Nov-11,76.9,76.97,77.03,76.58,-0.10%
21-Nov-11,76.94,76.85,76.99,76.76,0.05%
22-Nov-11,76.98,76.94,77.32,76.84,0.05%
23-Nov-11,77.28,76.98,77.58,76.93,0.39%
24-Nov-11,77.18,77.28,77.28,77.02,-0.13%
25-Nov-11,77.73,77.18,77.79,77.18,0.70%
28-Nov-11,78.09,77.68,78.24,77.58,0.47%
29-Nov-11,77.97,78.09,78.29,77.63,-0.15%
30-Nov-11,77.6,77.97,78.16,77.3,-0.48%
1-Dec-11,77.77,77.6,77.81,77.49,0.22%
2-Dec-11,77.99,77.77,78.08,77.73,0.29%
5-Dec-11,77.81,78.1,78.1,77.69,-0.23%
6-Dec-11,77.75,77.81,77.86,77.64,-0.07%
7-Dec-11,77.68,77.75,77.79,77.63,-0.09%
8-Dec-11,77.68,77.68,77.8,77.14,0.00%
9-Dec-11,77.61,77.68,77.78,77.5,-0.09%
12-Dec-11,77.96,77.62,78,77.59,0.44%
13-Dec-11,77.97,77.96,78.02,77.65,0.01%
14-Dec-11,78.12,77.97,78.15,77.93,0.20%
15-Dec-11,77.85,78.12,78.13,77.74,-0.35%
16-Dec-11,77.77,77.85,77.96,77.62,-0.11%
19-Dec-11,78.02,77.82,78.16,77.8,0.32%
20-Dec-11,77.86,78.02,78.06,77.72,-0.20%
21-Dec-11,78.08,77.86,78.11,77.69,0.29%
22-Dec-11,78.17,78.08,78.21,78,0.11%
23-Dec-11,78.08,78.17,78.23,78,-0.11%
26-Dec-11,78.01,78.09,78.09,77.98,-0.10%
27-Dec-11,77.88,78.01,78.03,77.8,-0.16%
28-Dec-11,77.95,77.88,78.04,77.57,0.08%
29-Dec-11,77.67,77.95,77.95,77.59,-0.35%
30-Dec-11,76.89,77.67,77.74,76.88,-1.01%
2-Jan-12,76.95,77.04,77.07,76.86,0.08%
3-Jan-12,76.74,76.95,76.96,76.63,-0.28%
4-Jan-12,76.72,76.74,76.83,76.61,-0.02%
5-Jan-12,77.17,76.72,77.25,76.66,0.58%
6-Jan-12,76.96,77.17,77.34,76.96,-0.27%
9-Jan-12,76.88,76.94,77.01,76.77,-0.12%
10-Jan-12,76.86,76.88,76.91,76.78,-0.02%
11-Jan-12,76.87,76.86,77.04,76.84,0.02%
12-Jan-12,76.79,76.87,76.98,76.67,-0.10%
13-Jan-12,76.96,76.79,77.01,76.67,0.22%
16-Jan-12,76.83,76.93,76.94,76.7,-0.18%
17-Jan-12,76.82,76.83,76.88,76.56,-0.01%
18-Jan-12,76.79,76.82,76.87,76.65,-0.04%
19-Jan-12,77.08,76.79,77.32,76.7,0.37%
20-Jan-12,77.02,77.08,77.3,76.92,-0.07%
23-Jan-12,77,76.97,77.08,76.87,-0.02%
24-Jan-12,77.68,77,77.85,76.96,0.88%
25-Jan-12,77.78,77.69,78.28,77.56,0.13%
26-Jan-12,77.47,77.79,77.81,77.3,-0.39%
27-Jan-12,76.69,77.47,77.47,76.65,-1.00%
30-Jan-12,76.38,76.74,76.78,76.22,-0.42%
31-Jan-12,76.27,76.38,76.42,76.16,-0.13%
1-Feb-12,76.2,76.27,76.35,76.02,-0.10%
2-Feb-12,76.19,76.2,76.24,76.05,-0.01%
3-Feb-12,76.61,76.18,76.74,76.14,0.55%
6-Feb-12,76.57,76.57,76.8,76.5,-0.05%
7-Feb-12,76.77,76.57,76.96,76.53,0.27%
8-Feb-12,77.07,76.77,77.19,76.72,0.39%
9-Feb-12,77.66,77.07,77.73,77.04,0.76%
10-Feb-12,77.61,77.66,77.81,77.52,-0.06%
13-Feb-12,77.52,77.71,77.78,77.37,-0.12%
14-Feb-12,78.41,77.52,78.54,77.51,1.15%
15-Feb-12,78.5,78.41,78.66,78.18,0.12%
16-Feb-12,78.83,78.5,78.96,78.37,0.42%
17-Feb-12,79.56,78.83,79.61,78.83,0.92%
20-Feb-12,79.62,79.79,79.79,79.36,0.07%
21-Feb-12,79.85,79.62,79.86,79.56,0.30%
22-Feb-12,80.27,79.85,80.4,79.78,0.52%
23-Feb-12,79.95,80.27,80.34,79.86,-0.41%
24-Feb-12,81.2,79.94,81.22,79.94,1.57%
27-Feb-12,80.47,81.48,81.49,80.14,-0.90%
28-Feb-12,80.48,80.47,80.79,80.02,0.01%
29-Feb-12,81.29,80.49,81.38,80.26,1.00%
1-Mar-12,81.09,81.29,81.32,80.84,-0.24%
2-Mar-12,81.8,81.09,81.87,81.09,0.88%
5-Mar-12,81.53,81.62,81.79,81.16,-0.33%
6-Mar-12,80.64,81.53,81.57,80.59,-1.09%
7-Mar-12,81.36,80.64,81.36,80.59,0.89%
8-Mar-12,81.6,81.36,81.73,81.18,0.29%
9-Mar-12,82.48,81.6,82.64,81.48,1.09%
12-Mar-12,82.38,82.35,82.43,82.11,-0.13%
13-Mar-12,82.96,82.38,83.08,81.97,0.71%
14-Mar-12,83.83,82.96,83.91,82.96,1.06%
15-Mar-12,83.5,83.84,84.18,83.2,-0.40%
16-Mar-12,83.44,83.5,83.94,83.19,-0.07%
19-Mar-12,83.38,83.46,83.57,83.02,-0.08%
20-Mar-12,83.67,83.38,83.83,83.32,0.35%
21-Mar-12,83.2,83.67,84.1,83.14,-0.57%
22-Mar-12,82.53,83.2,83.47,82.33,-0.80%
23-Mar-12,82.35,82.53,82.95,81.99,-0.22%
26-Mar-12,83.02,82.6,83.04,82.56,0.81%
27-Mar-12,83.07,83.02,83.38,82.64,0.07%
28-Mar-12,82.85,83.07,83.18,82.61,-0.28%
29-Mar-12,82.29,82.84,82.87,81.92,-0.66%
30-Mar-12,82.87,82.29,82.88,81.84,0.70%
2-Apr-12,81.64,82.89,83.3,81.56,-1.48%
3-Apr-12,82.85,81.63,82.99,81.63,1.48%
4-Apr-12,82.44,82.85,82.94,82.1,-0.49%
5-Apr-12,82.21,82.42,82.45,81.83,-0.27%
